id,name,city,state,latitude,longitude,length,description,directions,activities,park_id,campground_id
28,Patten Pond Camping Resort,Ellsworth,Maine,44.539722,-68.49,3,"Choose a spacious pull-thru for your RV, a waterfront tent site, a cottage right on the lake, or a cabin or lodge apartment nestled in the woods. Then launch a canoe, take a swim, or just relax and watch the loons from our peaceful, private beach. We also have great fishing at Patten Pond. Reel in a bass or trout and treat yourself to a delicious dinner! Don&amp;amp;#39;t forget your license.",From The North Take Interstate 95 toward Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395. Follow Interstate 395 until it ends at Rt. 1A. Turn right on Rt. 1A to Christian Ridge Rd. (watch for sign to Patten Pond) Turn right and go to end. Turn right onto Rts. 1-3. Continue for about six and a-half miles and watch for large Patten Pond Camping Resort sign on the left.  ,{camping},,
34,Bar Harbor / Oceanside Koa,Bar Harbor,Maine,44.421389,-68.364167,3," Now you can stay in a New Airstream! Come spend the night in an American icon at the Bar Harbor Oceanside KOA! Experience the nostalgia and romance that only an Airstream travel trailer can provide. These special units are fully outfitted and ready for you to enjoy while you experience all that our KOA has to offer. Our Airstream sleeps up to four people, and includes a queen bed and two twin beds. You&amp;amp;#39;ll have all of the comforts of home while you stay in the world&amp;amp;#39;s most unique and recognizable RV - all just a short stroll to the Atlantic shoreline.  While  camping at Bar Harbor Oceanside KOA , watch the sky melt into sunset pastels from your waterfront site. Waterfront sites are perfect for Atlantic shoreline camping. Encompassed by 3,500 feet of Atlantic shoreline along the entrance to  Acadia National Park , youll also be able to enjoy natures beauty from the private, rocky beach. Regular shuttle service allows campers to enjoy all the amenities of the campground and the local area. Whale watching and fishing boats hire out, kayaks are available to rent and restaurant specials include lobster and blueberry pie. ","Situated at the head of Mount Desert Island. Follow Rt 1A to Ellsworth and then Rt 3 toward Bar Harbor on Mount Desert Island. Crossing onto the island , keep to the R and turn R at the first intersection onto County Road.",{camping},,
42,Breakneck Pond Trail,Bar Harbor,Maine,44.41062,-68.25305,3,"Basically the only trail on the entire island of Mt. Desert that MTB'ing is allowed on. Can be either a shuttled scorching downhill, or an out and back climb and descent (start at Hull's Cove General Store for the out and back).&lt;br /&gt;<br />&lt;br /&gt;<br />This descent will take you past Upper and Lower Breakneck ponds, it can be wet and may require a crossing or two of creeks.&lt;br /&gt;<br />&lt;br /&gt;<br />You come out on a jeep trail, which then becomes Breakneck Rd. Follow the road down to Hull's Cove General Store for a tasty ice cold beverage!","Head west on Main St. in Bar Harbor&lt;br /&gt;&lt;br /&gt;Turn right on Mt. Desert St&lt;br /&gt;&lt;br /&gt;Mt. Desert St. turns into Eagle Lake/Rt. 233, follow it approximately 2.7 out of town, parking is on left (south) side, trial head is approximately 50 yards down hill towards Bar Harbor on right (north) side. Go through gate and follow the singletrack.","{""mountain biking""}",,
56,Mount Desert Narrows Rv Resort,Bar Harbor,Maine,44.419444,-68.338333,3,"This oceanfront resort provides something for everyone. Visitors to Mt. Desert Narrows enjoy all that Bar Harbor has to offer including activities, from swimming to boating to bird watching. Kids love our huge playground, heated pool, video arcade, hayrides, and ice cream socials. And everyone gathers for live entertainment almost every night!","From Interstate Highway 95 Take Interstate 95 to Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395 East. Take Route 1A South, to Ellsworth. Continue on Route 1A through Ellsworth. Route 1A will become Route 3 East when you cross Main St. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  From Coastal Route 1 From the South: Continue on Route 1 through Ellsworth on Main St. At the second traffic light, turn right on Route 1A. Route 1A will become Route 3 East. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left. From the North: Turn left (south) on Route 3. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  ",{camping},,
66,Mount Desert Narrows Rv Resort,Bar Harbor,Maine,44.419444,-68.338333,3,"This oceanfront resort provides something for everyone. Visitors to Mt. Desert Narrows enjoy all that Bar Harbor has to offer including activities, from swimming to boating to bird watching. Kids love our huge playground, heated pool, video arcade, hayrides, and ice cream socials. And everyone gathers for live entertainment almost every night!","From Interstate Highway 95 Take Interstate 95 to Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395 East. Take Route 1A South, to Ellsworth. Continue on Route 1A through Ellsworth. Route 1A will become Route 3 East when you cross Main St. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  From Coastal Route 1 From the South: Continue on Route 1 through Ellsworth on Main St. At the second traffic light, turn right on Route 1A. Route 1A will become Route 3 East. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left. From the North: Turn left (south) on Route 3. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  ",{camping},,
11,Breakneck Pond Trail,Bar Harbor,Maine,44.41062,-68.25305,3,"Basically the only trail on the entire island of Mt. Desert that MTB'ing is allowed on. Can be either a shuttled scorching downhill, or an out and back climb and descent (start at Hull's Cove General Store for the out and back).&lt;br /&gt;<br />&lt;br /&gt;<br />This descent will take you past Upper and Lower Breakneck ponds, it can be wet and may require a crossing or two of creeks.&lt;br /&gt;<br />&lt;br /&gt;<br />You come out on a jeep trail, which then becomes Breakneck Rd. Follow the road down to Hull's Cove General Store for a tasty ice cold beverage!","Head west on Main St. in Bar Harbor&lt;br /&gt;&lt;br /&gt;Turn right on Mt. Desert St&lt;br /&gt;&lt;br /&gt;Mt. Desert St. turns into Eagle Lake/Rt. 233, follow it approximately 2.7 out of town, parking is on left (south) side, trial head is approximately 50 yards down hill towards Bar Harbor on right (north) side. Go through gate and follow the singletrack.","{""mountain biking""}",,
22,Acadia Carriage Roads,Bar Harbor,Maine,44.32066,-68.25325,45,"OK, I gave this an aerobic difficulty of 8 because I hadn't done any biking in the two or three weeks before attempting this, so maybe someone in a little more shape would find this to be a six or seven.   Not very technical as these are all car-free carriage roads built  by John Rockefeller, Jr, but depending on the trails you take, you may have to face some 700-1000+ ft climbs on gravel roads.  The views, especially in the fall with the color changes, are SPECTACULAR once you reach the peaks of the climbs.  Coming down is a LOT more fun, though be careful in the gravel - very easy to slide out of control.  Trails are also used by hikers and equestrians, so please follow IMBA trail rules.  Overall, I rate this network a 10.  Great to ride, great views, great history, great photo ops.  Great place for a rigid, or even for singlespeeders after some pain.   Also, great chances for some hiking - bikes are not allowed on any of the hiking trails, and there is no single track riding available on the Island (Acadia National Park).   Also, some of the carriage roads are private, and are marked as such - please respect the markings and do not trespass.<br /><br />All of the trail intersections are very clearly marked, though I would highly suggest purchasing a local map/guide book of the trails, which offer information such as points of interest, trail length, difficulty, etc.  These also enable you to find your way back to your car, and you can create your own 'loops'.   Again, there is some serious climbing to be done.<br /><br />Roadies can also climb Cadillac Mountain in the park - the road up is open from one hour before sunrise until midnight, and due to the tourist traffic on the narrow roads, park rangers suggest that you attempt this in the earlier hours.  Cadillac Mountain is 1532 feet high, and is the tallest mountain on the Atlantic coastline.   Please note that not all of the park roads are open to cyclists.","There are several points of entry into the network of trails, depending on which trails you are interested in riding.  The carriage roads in Acadia National Park are located on Mt. Desert Island, off the coast of Maine.  There are several points of entry off of Rt. 233, all marked with brown signs.  Rt. 233 will also take you directly into Bar Harbor, ME.  To get to 233, you can take Rt 3 East from I-95N, and then 3 to 3/198.  Once you have passed through Ellsworth, continue on 3/198 towards Trenton and Bar Harbor.   Or, refer to Rand MacNalley like we did.  In the off season, lodging from bed and breakfasts, to waterfront cabins, to KOA campgrounds can be found anywhere.  ","{""mountain biking"",hiking}",,
35,Mount Desert Narrows Rv Resort,Bar Harbor,Maine,44.419444,-68.338333,3,"This oceanfront resort provides something for everyone. Visitors to Mt. Desert Narrows enjoy all that Bar Harbor has to offer including activities, from swimming to boating to bird watching. Kids love our huge playground, heated pool, video arcade, hayrides, and ice cream socials. And everyone gathers for live entertainment almost every night!","From Interstate Highway 95 Take Interstate 95 to Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395 East. Take Route 1A South, to Ellsworth. Continue on Route 1A through Ellsworth. Route 1A will become Route 3 East when you cross Main St. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  From Coastal Route 1 From the South: Continue on Route 1 through Ellsworth on Main St. At the second traffic light, turn right on Route 1A. Route 1A will become Route 3 East. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left. From the North: Turn left (south) on Route 3. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  ",{camping},,
45,Blackwoods Campground,Bar Harbor,Maine,44.309722,-68.208056,3,"Blackwoods Campground is located in breathtaking Acadia National Park on the Maine coast. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.",Six miles south and east of Bar Harbor on State Highway 3. No access from park loop road.,{camping},,
52,Acadia Carriage Roads,Bar Harbor,Maine,44.32066,-68.25325,45,"OK, I gave this an aerobic difficulty of 8 because I hadn't done any biking in the two or three weeks before attempting this, so maybe someone in a little more shape would find this to be a six or seven.   Not very technical as these are all car-free carriage roads built  by John Rockefeller, Jr, but depending on the trails you take, you may have to face some 700-1000+ ft climbs on gravel roads.  The views, especially in the fall with the color changes, are SPECTACULAR once you reach the peaks of the climbs.  Coming down is a LOT more fun, though be careful in the gravel - very easy to slide out of control.  Trails are also used by hikers and equestrians, so please follow IMBA trail rules.  Overall, I rate this network a 10.  Great to ride, great views, great history, great photo ops.  Great place for a rigid, or even for singlespeeders after some pain.   Also, great chances for some hiking - bikes are not allowed on any of the hiking trails, and there is no single track riding available on the Island (Acadia National Park).   Also, some of the carriage roads are private, and are marked as such - please respect the markings and do not trespass.<br /><br />All of the trail intersections are very clearly marked, though I would highly suggest purchasing a local map/guide book of the trails, which offer information such as points of interest, trail length, difficulty, etc.  These also enable you to find your way back to your car, and you can create your own 'loops'.   Again, there is some serious climbing to be done.<br /><br />Roadies can also climb Cadillac Mountain in the park - the road up is open from one hour before sunrise until midnight, and due to the tourist traffic on the narrow roads, park rangers suggest that you attempt this in the earlier hours.  Cadillac Mountain is 1532 feet high, and is the tallest mountain on the Atlantic coastline.   Please note that not all of the park roads are open to cyclists.","There are several points of entry into the network of trails, depending on which trails you are interested in riding.  The carriage roads in Acadia National Park are located on Mt. Desert Island, off the coast of Maine.  There are several points of entry off of Rt. 233, all marked with brown signs.  Rt. 233 will also take you directly into Bar Harbor, ME.  To get to 233, you can take Rt 3 East from I-95N, and then 3 to 3/198.  Once you have passed through Ellsworth, continue on 3/198 towards Trenton and Bar Harbor.   Or, refer to Rand MacNalley like we did.  In the off season, lodging from bed and breakfasts, to waterfront cabins, to KOA campgrounds can be found anywhere.  ","{""mountain biking"",hiking}",,
